policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported,incident_year,incident_month,incident_day
2,400,904.54,54,1,3,1,1,3,2,0,3,5,9410,3,3,1,1,1,1283.45,2466.8,0,2025,9,23
8,1000,660.42,45,1,1,0,5,2,3,2,1,5,8383,2,2,3,4,0,13471.59,15912.32,0,2024,1,12
7,600,1152.95,23,1,0,0,5,2,1,1,0,1,5475,4,2,4,2,1,5221.73,6730.67,0,2023,11,29
0,300,836.62,42,0,0,6,3,3,0,2,1,5,13684,22,2,1,5,1,15782.45,13671.26,0,2024,6,20
0,600,1459.93,48,2,2,1,5,3,2,1,0,9,2478,14,2,1,0,1,7556.45,12408.95,0,2025,5,24
3,1000,938.29,61,1,1,1,3,0,2,0,2,0,16347,14,1,3,2,1,12209.7,24021.99,0,2025,8,21
9,500,1385.11,54,2,0,5,5,1,3,0,1,8,11006,21,3,2,3,0,14641.83,15343.41,0,2024,7,15
5,400,1069.9,50,2,1,7,6,1,2,2,0,1,8852,18,2,2,1,0,16748.96,23619.21,0,2025,6,4
8,500,1401.85,38,1,0,6,0,1,0,0,2,4,8643,3,2,3,4,1,10300.01,9259.93,0,2024,7,21
4,300,1343.54,40,2,1,5,4,1,1,0,2,0,15227,2,3,3,5,1,16279.52,15542.71,0,2024,7,23
5,500,1435.36,64,2,0,5,1,1,0,0,1,3,14043,9,3,2,3,0,12115.27,15343.27,0,2024,8,30
3,200,988.91,27,1,3,3,1,1,1,2,0,5,1810,9,3,1,5,0,6153.56,6352.72,0,2024,8,29
4,700,1321.11,47,2,0,4,3,3,3,0,0,0,16877,1,2,0,1,1,12433.53,20595.37,0,2024,7,9
7,200,995.89,74,1,3,6,0,0,2,2,2,0,12161,17,1,1,0,1,14865.32,17905.93,0,2023,11,15
1,300,1204.85,48,0,2,0,1,2,2,2,1,2,16733,10,3,2,3,0,15536.87,15918.87,0,2024,9,11
9,200,1150.49,19,1,1,7,4,1,1,0,3,6,980,16,1,4,5,0,10013.26,12635.52,0,2025,7,28
5,700,1216.42,59,0,3,1,5,2,0,2,0,8,16611,16,1,3,5,0,6881.73,8083.04,0,2024,3,30
9,800,1444.11,71,1,2,4,0,2,3,1,1,3,7430,21,4,1,3,1,9559.02,15299.74,0,2025,8,27
8,500,1373.86,46,1,3,2,4,2,1,1,1,4,12214,15,3,1,0,0,8485.69,9428.83,0,2024,5,3
7,300,727.38,37,2,3,6,3,1,3,2,0,7,17587,9,3,3,4,1,8177.77,12495.72,0,2024,3,3
5,600,1432.25,44,0,2,0,0,1,0,1,3,3,14109,6,4,0,1,0,6917.91,11909.82,0,2025,3,5
8,700,700.6,69,1,3,7,3,1,1,0,3,4,3725,14,1,2,1,1,3116.05,3451.47,1,2025,3,17
3,500,778.67,35,0,3,6,5,3,3,0,3,4,15765,10,2,0,4,1,14020.53,13110.99,1,2024,1,3
1,300,750.13,66,0,0,5,6,1,1,1,3,8,3441,3,3,0,5,1,12838.54,16096.69,0,2025,8,26
3,800,1158.49,18,2,2,6,4,2,1,0,1,8,2658,5,2,1,4,1,11508.93,17131.03,0,2025,8,31
8,200,780.53,49,1,3,4,2,1,1,1,1,5,6403,21,2,1,1,0,28519.74,24213.16,0,2025,3,25
8,400,743.94,31,2,0,0,4,3,2,1,2,4,8115,6,2,2,0,0,9294.83,8494.13,0,2025,9,19
9,200,882.65,53,1,2,3,3,3,3,1,3,2,16072,20,1,0,4,1,13414.67,20293.27,0,2024,9,13
7,1000,1443.5,49,2,1,2,6,0,2,1,1,5,15059,19,2,3,3,0,16702.13,17540.68,0,2025,4,10
9,400,817.54,43,2,1,3,2,0,3,0,1,4,10641,13,3,4,5,0,15612.19,13951.67,0,2023,12,4
7,800,1459.31,22,0,0,3,1,2,3,1,2,0,13615,19,1,2,0,0,5739.13,7710.8,0,2025,3,18
8,200,1422.84,45,0,1,3,4,2,1,1,2,1,5298,1,1,4,5,1,18467.02,20521.33,0,2025,2,19
8,200,1272.28,47,1,2,7,6,1,2,2,2,2,12022,21,1,4,1,1,2354.17,4435.43,0,2025,10,27
3,400,615.5,47,2,3,7,4,3,0,0,3,6,1544,16,1,4,5,1,23318.82,24222.56,0,2024,5,21
2,800,1470.78,66,0,3,5,4,2,3,0,3,2,10837,6,2,2,3,1,23617.76,21720.17,1,2024,12,20
9,200,747.14,40,2,2,2,3,1,2,2,0,3,17414,8,3,2,0,1,18393.5,21201.08,0,2023,11,27
4,600,1285.23,44,2,2,0,5,3,3,2,0,8,7179,10,1,4,4,0,11950.67,22383.44,0,2025,7,29
7,600,1043.26,28,2,2,2,6,2,3,1,3,6,15406,5,4,1,5,0,13547.79,16221.78,0,2025,5,26
5,400,1005.9,43,1,0,5,0,0,3,1,1,4,3836,11,4,3,2,1,16886.1,18860.63,0,2024,9,20
2,500,1444.96,45,2,3,4,5,2,3,1,2,1,9912,19,4,0,5,1,19720.4,18273.61,0,2025,1,25
3,700,1066.07,68,1,1,7,5,3,3,1,0,3,10673,23,1,2,4,1,11741.37,13321.57,0,2024,8,17
2,400,1460.99,34,1,0,7,1,0,3,1,0,5,16071,2,3,1,0,0,9123.13,9928.85,0,2025,4,8
3,300,923.16,48,2,3,0,2,0,2,1,1,4,9327,5,3,4,0,0,22275.08,23928.12,0,2025,2,11
5,500,1325.19,19,0,2,3,0,0,0,2,1,7,967,20,4,3,1,0,12995.44,16588.27,0,2023,12,7
4,1000,1106.71,62,0,0,6,1,1,1,2,1,6,12529,4,1,0,0,0,2136.12,3862.33,0,2025,8,26
4,700,1018.48,49,2,3,2,6,2,0,2,2,0,16097,16,2,0,3,1,18498.52,21215.51,0,2024,1,21
5,800,1375.59,25,0,2,0,6,3,1,0,2,9,5034,14,4,3,2,1,3883.57,6201.81,0,2024,5,4
4,400,1225.8,47,2,2,1,4,0,0,0,0,0,4950,3,4,1,4,1,8559.62,9765.83,0,2024,5,18
0,800,989.18,57,1,2,3,0,0,1,2,0,9,13182,15,1,2,5,1,19201.38,20592.26,0,2024,3,4
4,500,1079.02,65,0,3,0,3,3,1,0,0,1,4849,19,3,4,5,0,2726.95,4631.42,0,2024,12,18
1,600,1085.69,39,2,0,0,6,3,3,0,2,5,6803,6,1,2,1,1,8363.57,7873.41,0,2024,11,19
2,500,1024.83,67,1,2,5,3,0,1,2,1,5,3067,12,2,2,1,1,1978.86,1834.58,1,2024,8,5
7,600,1271.62,63,1,2,4,6,3,3,1,3,8,4174,13,3,0,1,1,6381.96,8398.0,0,2023,12,21
1,1000,1025.17,65,0,2,7,6,2,3,1,3,9,12032,15,2,0,2,1,14860.96,18099.22,0,2024,5,26
2,300,884.69,61,2,0,6,0,0,1,2,2,3,14520,14,1,3,5,1,8598.41,7222.87,0,2024,6,23
4,200,1234.87,73,0,1,3,2,2,2,0,3,2,14060,2,4,1,1,1,16280.23,16363.97,0,2024,2,12
5,1000,811.94,34,0,2,6,2,1,1,2,2,4,6099,7,4,4,5,0,18535.81,22139.3,0,2025,4,24
0,1000,1014.76,61,2,1,2,4,3,3,1,1,5,4497,17,3,3,5,1,3678.61,4113.49,0,2025,9,29
5,400,792.14,64,1,3,7,6,0,0,1,0,4,13487,1,4,1,0,0,15239.61,21259.49,0,2025,2,4
7,800,1021.05,53,2,1,3,5,3,0,0,1,1,2096,11,2,2,2,0,3596.25,6749.91,0,2025,7,30
5,700,625.84,55,2,1,6,3,0,0,0,0,1,12206,17,1,1,1,0,6398.91,5505.09,0,2025,5,21
0,1000,1477.84,19,1,3,0,6,0,3,2,3,5,7146,9,3,4,0,0,18083.23,17165.55,0,2025,4,16
0,400,770.44,28,0,0,4,4,2,3,0,0,1,8806,23,2,1,5,1,328.23,523.78,0,2024,3,10
6,300,763.37,53,0,0,2,4,2,3,0,2,0,3598,22,3,3,4,0,1830.82,2080.83,0,2024,6,1
3,800,1472.57,50,1,1,7,3,0,2,1,3,7,7400,16,2,1,1,1,2815.87,4589.72,0,2024,5,31
5,500,1433.36,39,2,1,7,5,3,0,1,3,0,8288,2,1,2,2,0,11197.64,11842.67,0,2024,8,5
5,300,861.46,55,2,2,5,0,2,1,0,0,8,4396,20,1,2,0,1,5000.02,7837.59,0,2024,7,27
6,600,608.59,75,2,2,4,6,2,3,2,3,7,4732,4,4,0,5,1,23981.89,22231.04,1,2024,8,2
4,500,706.1,70,0,2,1,0,1,0,2,2,2,12921,14,1,4,5,0,17890.02,17193.49,0,2025,2,18
8,1000,701.49,20,2,0,4,2,1,2,2,0,5,14684,9,1,4,2,0,10568.01,12097.73,1,2025,7,28
9,600,1060.24,54,0,0,4,3,3,3,0,1,6,4734,16,4,0,2,1,13925.47,18095.31,0,2025,3,20
3,600,862.33,61,1,0,3,2,3,3,2,2,5,7258,23,3,3,2,1,6456.74,9699.11,0,2025,2,24
8,800,892.59,24,1,1,0,5,1,0,0,0,2,453,21,1,1,5,0,954.66,825.98,1,2024,7,28
3,1000,1436.4,74,1,2,2,3,0,2,0,1,2,3270,23,1,3,2,0,8845.42,13658.24,0,2025,4,19
7,700,774.59,57,1,1,7,2,3,0,2,2,4,10156,5,4,2,5,1,3700.96,4894.14,0,2024,8,31
2,800,941.58,72,1,3,4,2,1,0,2,0,5,9684,3,1,1,4,0,18071.97,23190.98,0,2024,1,23
5,200,846.19,71,0,2,1,0,0,0,2,0,6,326,11,3,1,5,0,3091.92,4603.91,0,2025,4,22
4,700,1289.44,44,1,0,4,5,2,3,2,0,3,17607,11,1,0,3,0,1771.29,1569.43,0,2024,6,27
0,300,910.78,68,1,0,5,2,3,0,0,3,8,12700,11,3,1,0,0,13268.15,12782.67,1,2024,12,15
0,700,1334.74,53,2,1,4,3,0,0,0,0,5,4605,0,2,3,3,0,15375.01,15328.52,0,2024,12,18
7,400,1136.37,72,0,1,3,0,3,1,1,2,6,11146,2,4,0,4,0,12036.42,23312.88,0,2025,4,24
0,1000,695.66,34,1,0,6,5,0,3,2,1,2,6323,21,4,1,3,1,17482.46,21343.24,0,2025,4,11
9,300,811.7,71,2,0,6,4,2,2,1,1,9,7634,2,2,0,2,0,19475.1,19299.17,0,2024,6,26
2,800,998.71,21,0,0,5,1,3,3,1,3,3,14356,10,4,2,0,0,7517.53,13431.94,1,2024,12,5
5,800,1087.95,32,0,2,3,3,1,0,0,0,0,1585,0,4,2,2,0,1933.73,2104.24,0,2023,12,29
2,500,1118.56,75,1,2,7,6,2,0,2,2,9,8457,4,2,3,2,1,13050.4,23791.69,0,2024,4,27
4,600,885.77,64,0,3,2,4,0,3,2,0,8,17199,10,3,3,3,0,6116.74,8997.53,0,2024,6,9
6,500,836.96,37,2,3,2,2,1,0,0,2,6,9734,12,3,4,3,0,11814.92,12043.77,0,2024,10,4
7,700,1364.32,70,1,0,5,2,3,1,1,0,3,13612,0,2,2,1,0,7346.58,8317.18,0,2024,3,15
5,600,626.57,52,0,0,2,2,1,3,2,1,3,4564,17,4,4,5,0,11111.56,20533.38,0,2024,11,24
2,400,713.24,33,2,3,2,6,1,2,1,2,6,11070,22,4,4,4,1,9625.27,9032.23,0,2025,10,23
6,1000,778.14,34,1,3,3,6,0,0,2,3,5,8211,7,4,2,3,0,7607.5,7699.97,0,2025,10,4
7,200,858.78,30,2,3,5,2,2,3,0,0,8,8435,16,4,1,5,0,13993.27,19771.51,0,2024,5,7
5,600,1268.38,45,1,1,1,2,0,1,0,0,8,4295,23,1,0,3,1,23471.73,23957.92,0,2024,4,4
2,500,670.67,30,1,2,4,1,1,0,1,3,7,4225,8,4,4,5,1,11200.31,21778.56,0,2023,12,10
5,300,862.07,31,2,0,6,1,0,0,1,3,4,12579,21,4,3,2,0,6289.83,9450.06,0,2025,10,13
9,300,1371.69,34,2,0,3,6,2,2,2,0,8,9010,17,4,2,1,1,7128.34,11609.44,0,2024,1,9
5,600,675.6,33,1,2,3,2,3,2,2,2,2,5528,7,4,2,0,0,6112.58,10963.51,0,2025,6,10
2,600,1435.34,71,1,2,6,3,3,2,2,1,2,15308,21,1,0,0,1,5253.84,5052.51,1,2025,10,13
3,200,1109.63,21,0,1,5,6,2,2,2,2,2,15958,2,3,1,0,0,16873.82,15610.55,0,2025,7,6
9,200,1356.09,43,2,0,6,1,0,1,1,0,9,17875,3,3,4,0,0,13901.06,15178.07,0,2023,12,11
6,200,1306.38,51,2,0,7,5,3,3,1,3,3,17398,7,3,3,4,1,15407.92,22365.26,0,2024,2,18
8,400,1179.05,42,2,2,7,1,2,0,2,1,8,2520,7,4,0,3,0,15659.26,18503.98,0,2025,8,14
1,600,988.77,34,2,1,2,5,3,3,1,2,7,10468,16,3,3,5,1,1532.39,1611.43,0,2024,4,12
1,200,654.8,66,1,0,6,4,2,0,1,1,2,7974,7,1,4,1,0,8658.53,13748.82,0,2025,10,6
3,600,984.92,40,1,1,6,2,1,1,2,1,6,15637,16,3,4,4,0,5727.99,8232.74,0,2024,6,3
6,500,1221.39,75,2,2,7,2,0,0,1,2,8,7880,19,1,3,2,1,21032.47,21616.25,0,2024,9,28
2,300,1417.81,50,2,2,2,0,3,1,1,2,3,1622,16,3,1,2,0,17736.26,17395.34,0,2025,5,10
6,200,845.57,44,2,3,4,2,1,2,1,3,4,2870,19,4,2,3,0,22029.1,23497.69,0,2024,2,5
1,700,1420.66,19,0,3,2,0,2,2,0,0,9,10311,5,4,0,0,0,5131.44,6492.0,0,2025,8,13
3,300,723.65,60,2,1,7,4,3,3,1,0,9,9573,2,2,1,3,1,7623.6,12987.65,0,2024,11,19
6,700,1258.21,67,0,1,1,3,3,1,1,3,6,13248,10,4,2,2,1,10726.43,13123.24,0,2025,4,27
8,700,975.68,70,1,1,2,6,1,3,2,3,1,12807,5,1,1,0,1,6554.18,6083.31,1,2024,9,11
7,800,1412.65,38,1,0,6,3,2,1,2,1,0,17625,11,3,1,2,1,7324.2,7512.57,0,2025,1,1
1,400,630.7,74,0,3,3,4,1,3,1,1,1,12913,0,2,2,2,0,16955.32,14186.82,0,2024,6,26
3,200,1102.14,24,2,2,0,4,0,0,0,2,8,7632,22,2,4,1,0,8253.81,10927.61,1,2025,9,24
9,200,856.47,44,2,2,5,2,1,0,1,1,7,779,14,1,0,5,1,11703.94,22339.04,0,2024,5,1
7,300,992.92,24,0,0,4,5,3,3,1,0,4,390,9,3,3,5,1,8526.18,9897.0,0,2025,2,7
4,200,872.84,61,1,3,0,6,3,1,2,0,7,6118,9,4,0,5,1,2698.48,3996.53,0,2025,11,5
9,200,639.88,18,1,0,0,0,0,0,2,1,9,8835,17,3,2,5,1,17222.52,22470.42,1,2024,2,7
7,700,838.39,33,0,0,1,3,0,0,2,3,4,10840,19,1,3,0,0,23592.27,24284.83,0,2025,1,2
1,800,877.61,43,1,0,1,1,1,3,0,3,2,13256,3,3,2,4,0,19256.1,20670.64,1,2025,3,13
6,200,626.53,73,2,2,4,4,3,2,0,2,4,6398,7,2,0,3,1,940.98,1691.02,0,2023,11,10
8,600,1049.63,48,0,0,4,3,2,1,1,0,7,13657,1,1,2,2,0,10265.15,18060.36,0,2024,1,5
3,500,1309.83,41,2,3,4,0,0,2,1,3,4,461,18,2,0,2,1,15734.46,18477.58,0,2024,9,18
6,200,1100.09,69,0,3,1,5,3,1,2,1,0,11905,2,1,4,4,1,994.19,1591.01,1,2024,6,5
8,700,1302.25,36,1,0,7,2,3,3,0,3,8,4287,3,4,3,1,1,6547.84,12891.35,0,2025,10,13
4,400,1428.99,30,0,3,7,1,2,1,1,0,1,15481,9,4,4,3,0,4476.01,5909.73,0,2024,3,9
7,500,743.76,34,1,2,4,4,1,1,2,2,1,2418,8,3,0,4,1,9317.01,18385.01,0,2024,9,21
6,800,1133.54,74,1,3,2,6,2,0,1,2,5,15459,4,2,0,1,0,20323.17,22180.55,0,2024,9,12
3,700,1107.74,74,2,1,0,5,3,0,1,2,1,13588,3,1,4,1,0,5382.99,6853.62,0,2024,7,15
0,500,1159.5,40,2,2,2,1,0,1,2,0,0,209,10,3,0,5,1,12595.01,22045.18,1,2025,3,17
3,200,1093.71,30,0,2,1,2,0,0,1,0,4,6961,5,2,0,2,0,977.39,1222.2,0,2025,9,18
5,600,1065.03,75,1,3,3,5,3,2,1,1,6,10716,3,4,4,0,0,3033.28,3890.54,0,2025,5,29
8,800,1064.97,27,2,2,1,3,1,3,2,1,6,14665,13,4,0,5,0,20949.81,18907.36,0,2024,10,17
4,600,1443.72,68,1,1,2,6,2,0,2,3,7,14545,2,1,4,2,1,846.77,1653.27,0,2024,2,7
0,500,1073.81,22,0,1,7,2,3,2,1,3,3,7379,16,4,4,0,1,1899.46,2224.05,0,2024,9,7
0,300,719.56,61,1,0,0,3,1,1,2,3,4,6669,4,3,4,1,1,11216.55,10508.97,0,2024,3,13
5,600,966.85,37,0,3,1,3,1,0,0,0,0,16420,15,2,1,3,0,1949.78,3328.97,0,2024,5,1
1,1000,1381.23,50,0,2,0,6,2,3,0,2,9,17643,10,4,1,3,0,19302.73,21579.07,0,2024,7,26
4,600,635.28,26,2,1,4,0,0,1,0,3,4,6682,9,2,0,2,1,8444.22,7874.54,0,2023,11,15
1,1000,785.03,43,1,2,1,6,3,3,1,0,9,14061,22,2,4,0,1,12536.99,18091.25,0,2024,9,14
4,300,1431.1,24,0,2,5,6,2,1,1,3,6,5477,20,3,2,5,0,9119.79,7796.33,0,2024,9,21
3,700,749.54,62,2,3,1,5,1,2,0,3,7,12593,8,1,1,5,0,3051.71,3453.3,0,2024,11,8
5,200,702.15,25,1,2,6,3,3,2,1,3,8,15731,3,3,0,3,0,4234.37,6837.68,0,2024,1,28
9,200,1207.73,37,0,1,4,0,1,2,2,1,3,2566,8,1,1,0,1,1736.0,1502.49,0,2024,11,21
7,200,992.64,61,2,0,7,1,1,2,2,2,8,13699,3,1,2,3,0,18627.4,22677.06,0,2025,5,22
6,200,1143.63,21,2,3,2,6,2,0,1,1,9,9089,22,4,2,5,0,15444.48,17370.06,0,2025,5,18
0,500,871.9,27,2,3,0,0,2,0,2,0,4,5899,7,4,2,1,0,2541.29,2993.73,0,2024,6,12
1,800,750.41,48,1,0,2,5,2,2,2,2,0,10813,14,1,0,1,1,24451.4,23694.51,0,2024,2,7
0,200,1271.24,27,0,0,1,6,0,1,0,0,5,7463,17,2,4,4,1,7053.95,8538.94,0,2024,7,28
1,200,1438.33,44,1,0,3,6,1,3,0,3,4,13331,15,2,2,0,1,15051.97,18943.41,0,2024,4,10
1,1000,817.56,54,2,2,1,3,0,2,2,0,4,6564,13,4,3,3,0,8887.97,16666.46,0,2025,9,12
3,300,1396.15,35,0,0,5,3,2,1,0,2,1,3115,10,2,4,3,1,1457.46,1976.32,0,2025,2,16
5,800,1198.75,66,1,0,2,2,2,1,1,0,6,1902,9,4,3,1,1,17534.59,24809.35,0,2025,8,26
8,300,1460.89,58,1,1,2,4,3,0,2,1,7,2172,13,3,3,1,0,13647.1,15711.58,0,2025,3,29
6,800,614.62,46,2,2,6,2,2,2,0,0,0,430,0,4,2,3,1,14502.1,14120.36,0,2025,6,15
1,500,1172.05,55,1,2,3,0,2,0,0,0,5,10723,2,4,3,5,0,7352.93,7800.58,0,2025,3,8
0,700,805.19,24,0,2,0,4,1,0,1,0,0,5566,7,1,4,3,0,11763.97,12125.52,0,2024,8,7
6,500,1334.34,31,0,2,3,1,0,1,1,1,8,15764,6,3,4,2,1,4865.02,4089.94,0,2024,10,2
6,200,1405.87,50,2,1,3,2,1,3,1,1,9,10534,3,3,3,1,0,4197.28,5050.74,0,2025,8,14
1,400,1368.81,41,1,2,7,0,3,3,0,3,9,8034,12,1,0,1,1,17633.74,15607.8,1,2025,9,13
7,600,956.92,64,0,3,7,3,2,3,1,1,2,5896,18,3,3,1,0,7430.03,11007.39,0,2025,5,11
5,800,798.3,39,2,3,7,2,1,2,0,0,8,15803,2,4,2,4,1,5794.24,7983.03,0,2023,12,31
9,1000,641.08,28,0,2,7,1,2,0,1,1,5,17189,3,2,3,4,0,6795.54,8449.51,0,2024,11,22
2,200,1154.54,34,2,2,5,3,2,3,0,0,1,2100,11,3,2,1,0,3147.25,3055.09,0,2024,3,19
3,700,1343.89,25,2,1,2,0,0,0,1,2,8,8033,22,2,0,1,1,16582.51,18500.52,0,2025,3,27
8,1000,770.1,41,2,2,7,0,1,1,2,0,9,15147,21,2,1,5,1,15765.34,18872.03,0,2025,4,1
0,800,1310.75,37,0,2,3,2,0,0,0,2,6,8210,12,2,4,5,1,11711.58,10116.46,0,2024,1,17
0,1000,1449.42,40,2,1,4,6,2,2,0,1,4,13614,10,2,1,5,0,5760.48,9212.59,0,2024,10,24
6,200,1000.29,33,0,0,0,5,3,1,1,1,6,12749,10,3,0,4,0,11942.77,10801.43,0,2025,2,14
2,1000,806.84,24,0,1,7,3,2,3,2,1,4,10854,21,1,4,4,0,2599.37,3434.22,0,2025,7,12
9,700,1434.52,25,1,1,6,0,0,0,2,0,3,14563,12,2,2,2,0,8836.37,10852.56,0,2025,5,24
7,400,903.99,24,1,3,5,6,2,3,1,1,3,5223,8,1,3,5,0,5418.67,10610.96,1,2024,2,27
1,800,1418.95,40,2,0,7,6,2,3,2,3,6,7657,14,1,0,2,1,5620.93,5621.25,0,2025,1,29
5,600,1474.38,52,2,3,7,4,2,0,2,0,7,10508,7,4,0,5,1,399.22,781.25,0,2025,6,7
5,200,1077.66,48,0,0,3,5,1,2,2,3,7,17630,9,4,1,3,0,5369.15,6333.31,0,2024,5,27
6,800,1013.18,59,0,0,0,1,1,0,1,3,0,7187,10,3,2,5,0,18233.3,23620.82,0,2025,3,24
0,800,719.27,39,1,2,5,6,2,0,0,1,8,15820,14,2,4,3,1,11173.64,21128.15,0,2025,6,16
8,400,1284.77,27,0,1,0,0,3,1,0,1,2,13378,5,3,2,3,1,9545.43,10410.06,0,2025,10,24
6,400,726.02,66,0,3,2,1,3,1,2,3,4,1468,4,1,3,1,0,20362.86,21422.23,0,2024,6,4
0,500,906.71,48,2,1,3,5,3,1,2,3,7,14418,11,2,4,3,1,12615.44,13759.85,0,2025,9,25
1,300,995.8,41,0,1,3,0,0,2,1,3,2,3162,9,4,3,5,1,18899.81,15766.27,0,2025,10,5
1,700,1137.66,49,0,2,1,3,0,3,1,0,9,15937,6,3,4,5,1,14882.77,13998.84,0,2024,6,8
0,200,868.65,34,0,0,6,5,3,3,0,0,9,15197,11,3,2,3,1,9404.35,9846.39,0,2025,8,6
7,300,1436.63,49,1,2,1,2,0,3,0,2,8,14527,20,3,4,2,0,23156.76,22428.96,0,2024,11,11
9,400,1295.31,66,0,2,0,3,0,2,2,2,5,17517,19,3,3,3,1,15499.03,16366.38,0,2025,9,18
7,600,1410.55,42,2,3,7,0,1,3,0,2,4,12439,14,1,0,2,1,12700.04,17374.23,1,2023,11,12
8,200,837.57,19,2,2,1,2,1,3,1,3,2,2424,12,2,2,0,1,5547.07,6353.56,0,2025,1,25
5,500,729.49,48,2,1,5,5,0,0,1,3,3,449,23,3,0,5,1,9989.09,15939.65,0,2024,11,7
6,800,1248.81,25,1,2,3,2,2,0,1,2,8,892,23,4,3,1,1,24463.34,21449.61,0,2025,6,15
5,1000,1300.17,41,1,1,3,0,3,3,1,1,2,3593,15,1,4,0,1,3763.29,3408.0,1,2024,11,22
4,400,749.95,47,2,3,2,5,2,1,1,1,6,5859,23,4,2,4,0,5603.98,10228.38,0,2025,8,18
0,400,1225.69,73,2,2,0,3,2,3,2,1,4,5996,6,4,1,3,1,2945.12,4187.05,0,2025,11,2
1,700,699.96,69,0,1,3,6,0,3,2,3,9,7994,11,2,0,1,0,2735.87,4572.47,0,2025,3,30
4,300,809.96,31,1,3,0,2,2,2,2,3,1,13378,13,1,2,5,0,3580.82,4600.84,0,2025,4,20
7,500,1449.1,64,2,2,2,3,3,2,0,1,3,3941,13,1,4,2,1,21521.7,20594.17,0,2025,7,10
9,1000,1242.2,38,1,0,0,2,2,2,1,0,4,17365,12,4,2,4,1,14025.75,20873.21,0,2024,2,9
2,200,1286.13,66,1,2,2,4,2,1,1,0,2,12926,10,1,4,4,1,22664.84,22522.69,0,2025,7,20
4,600,808.01,63,0,2,4,6,3,3,2,2,6,15521,10,1,1,5,0,17387.46,19061.14,0,2025,1,20
2,200,705.97,35,2,1,7,3,0,2,2,0,0,3015,1,4,3,5,0,14968.46,23439.19,0,2024,12,22
0,1000,804.8,21,2,0,3,2,0,1,2,0,9,3338,20,1,0,0,1,2506.96,2744.24,1,2025,2,18
7,800,1324.96,65,1,2,1,1,1,2,2,0,3,16328,2,3,4,0,0,2072.64,3125.19,0,2024,11,23
2,700,663.0,44,0,2,7,2,1,3,1,2,0,13222,2,1,4,0,1,14235.25,12788.64,0,2025,7,31
6,600,748.0,52,1,3,3,5,2,3,0,3,7,8645,7,4,2,4,0,5837.83,7785.79,0,2025,6,6
0,800,700.42,70,1,2,7,6,0,0,0,0,9,17150,13,4,0,1,0,3727.74,6156.75,0,2025,8,6
0,200,720.14,40,0,1,1,2,2,1,0,3,6,16115,11,1,2,4,1,12257.15,10569.87,0,2024,6,26
2,700,816.59,71,1,1,6,0,3,3,0,1,1,13428,19,4,1,3,0,11191.55,13280.35,0,2025,7,23
9,700,1355.97,69,2,1,1,5,3,2,1,2,4,11339,15,3,4,3,0,14147.78,20899.14,0,2025,10,5
3,500,968.45,33,2,2,5,3,3,0,0,3,7,2846,8,3,3,0,0,6906.57,9105.77,0,2025,1,14
5,400,1042.9,72,2,3,1,1,0,1,2,0,7,1899,3,3,0,2,1,14700.78,17618.52,0,2024,10,19
4,300,619.74,54,2,3,1,0,0,2,1,2,0,7793,3,4,0,0,1,4424.21,3975.87,0,2025,8,11
6,200,783.41,32,1,1,4,2,0,2,0,3,8,3541,20,1,1,4,0,21016.48,17849.39,1,2025,9,10
7,800,905.28,66,1,3,6,3,2,1,1,0,8,2094,0,1,0,2,1,8114.87,11851.01,1,2025,8,15
8,200,1332.32,40,0,1,6,3,3,3,0,3,7,11476,17,4,1,0,0,5452.63,6540.91,0,2025,9,18
2,600,642.46,36,2,1,5,5,0,1,0,3,9,14647,1,2,4,4,1,2163.66,2052.85,1,2024,10,30
9,1000,1276.44,71,2,1,1,1,0,2,0,2,1,3326,8,1,1,3,1,9490.47,12316.39,0,2024,1,31
4,300,1024.88,43,2,0,7,4,1,3,2,0,7,10496,7,2,1,1,0,2721.93,4034.08,0,2024,2,9
6,200,949.44,64,0,0,6,3,2,1,1,3,3,11973,16,1,2,1,0,21737.52,18822.23,0,2025,10,5
2,1000,792.37,44,0,3,1,2,3,2,2,2,0,1310,21,3,0,3,0,11886.18,13266.65,0,2025,3,27
5,200,834.56,36,1,2,6,3,1,1,2,3,0,15808,16,1,2,1,1,8276.42,7604.45,1,2023,11,10
6,600,1214.82,58,1,0,1,6,3,1,2,3,2,6428,2,2,1,4,0,4519.65,4529.52,1,2025,10,2
4,500,1343.1,61,1,0,6,3,3,2,1,3,7,7245,17,1,4,4,1,10207.03,11790.16,0,2024,3,12
9,600,1426.77,59,1,1,3,0,2,1,0,3,0,6410,15,4,0,5,1,11680.31,11946.58,0,2025,3,24
1,800,1131.91,47,2,2,1,1,1,0,2,1,2,7952,12,2,0,3,1,8937.5,15699.31,0,2024,3,10
9,300,765.32,60,0,1,2,1,1,3,1,0,6,10304,4,3,3,3,0,15220.72,13951.17,0,2025,9,21
6,800,950.18,28,2,2,4,4,0,2,2,2,8,11143,15,3,1,0,1,10882.46,9760.74,0,2024,1,1
7,700,1349.12,43,2,0,0,0,0,2,0,0,7,11944,12,1,1,4,1,14636.66,22692.57,0,2025,3,20
